date,team,rank,points
2018-06-07,Singapore,169,98.85
2018-06-07,St Lucia,170,94.94
2018-06-07,Malaysia,171,93.04
2018-06-07,Gambia,172,91.94
2018-06-07,Puerto Rico,173,88.59
2018-06-07,St Vincent and the Grenadines,173,88.6
2018-06-07,Chad,175,87.98
2018-06-07,Moldova,175,87.81
2018-06-07,Dominica,177,86.07
2018-06-07,Bermuda,178,81.64
2018-06-07,Laos,178,81.58
2018-06-07,Liechtenstein,180,79.76
2018-06-07,Cuba,181,74.88
2018-06-07,Guyana,182,73.41
2018-06-07,Bhutan,183,68.0
2018-06-07,Malta,184,65.11
2018-06-07,Macau,185,60.11
2018-06-07,Mongolia,186,51.0
2018-06-07,São Tomé e Príncipe,186,50.54
2018-06-07,Aruba,188,48.45
2018-06-07,Seychelles,188,48.47
2018-06-07,Guam,190,44.96
2018-06-07,Timor-Leste,190,44.86
2018-06-07,American Samoa,192,38.25
2018-06-07,Cook Islands,192,38.25
2018-06-07,Bangladesh,194,34.76
2018-06-07,Brunei Darussalam,195,34.0
2018-06-07,Gibraltar,195,34.16
2018-06-07,Djibouti,197,31.88
2018-06-07,Samoa,197,31.88
2018-06-07,US Virgin Islands,199,17.6
2018-06-07,Sri Lanka,200,16.76
2018-06-07,Pakistan,201,10.17
2018-06-07,Cayman Islands,202,8.5
2018-06-07,San Marino,203,7.92
2018-06-07,British Virgin Islands,204,4.25
2018-06-07,Montserrat,204,4.25
2018-06-07,Anguilla,206,0.0
2018-06-07,Bahamas,206,0.0
2018-06-07,Eritrea,206,0.0
2018-06-07,Somalia,206,0.0
2018-06-07,Tonga,206,0.0
2018-06-07,Turks and Caicos Islands,206,0.0
2019-01-02,Oman,86,1277.0
2019-01-02,Thailand,116,1165.0
2019-01-05,United Arab Emirates,67,1360.0
2019-01-05,Bahrain,110,1188.0
2019-01-06,Australia,43,1436.0
2019-01-06,Syria,85,1278.0
2019-01-06,Jordan,98,1229.0
2019-01-06,Palestine,100,1224.0
2019-01-06,India,101,1219.0
2019-01-06,Thailand,116,1165.0
2019-01-07,Iran,20,1518.0
2019-01-07,South Korea,37,1467.0
2019-01-07,China PR,73,1333.0
2019-01-07,Kyrgyz Republic,95,1252.0
2019-01-07,Philippines,126,1131.0
2019-01-07,Yemen,144,1073.0
2019-01-08,Sweden,17,1558.0
2019-01-08,Finland,56,1394.0
2019-01-08,Saudi Arabia,69,1342.0
2019-01-08,Iraq,77,1315.0
2019-01-08,Vietnam,96,1232.0
2019-01-08,Korea DPR,122,1148.0
2019-01-09,Japan,28,1496.0
2019-01-09,Qatar,55,1396.0
2019-01-09,Uzbekistan,82,1286.0
2019-01-09,Lebanon,86,1277.0
2019-01-09,Oman,86,1277.0
2019-01-09,Turkmenistan,135,1091.0
2019-01-10,United Arab Emirates,67,1360.0
2019-01-10,Syria,85,1278.0
2019-01-10,Jordan,98,1229.0
2019-01-10,India,101,1219.0
2019-01-10,Bahrain,110,1188.0
2019-01-10,Thailand,116,1165.0
2019-01-11,Sweden,17,1558.0
2019-01-11,Iceland,35,1473.0
2019-01-11,South Korea,37,1467.0
2019-01-11,Australia,43,1436.0
2019-01-11,Finland,56,1394.0
2019-01-11,China PR,73,1333.0
2019-01-11,Kyrgyz Republic,95,1252.0
2019-01-11,Estonia,99,1228.0
2019-01-11,Palestine,100,1224.0
2019-01-11,Philippines,126,1131.0
2019-01-12,Iran,20,1518.0
2019-01-12,Saudi Arabia,69,1342.0
2019-01-12,Iraq,77,1315.0
2019-01-12,Lebanon,86,1277.0
2019-01-12,Vietnam,96,1232.0
2019-01-12,Yemen,144,1073.0
2019-01-13,Japan,28,1496.0
2019-01-13,Qatar,55,1396.0
2019-01-13,Uzbekistan,82,1286.0
2019-01-13,Oman,86,1277.0
2019-01-13,Korea DPR,122,1148.0
2019-01-13,Turkmenistan,135,1091.0
2019-01-14,United Arab Emirates,67,1360.0
2019-01-14,India,101,1219.0
2019-01-14,Bahrain,110,1188.0
2019-01-14,Thailand,116,1165.0
2019-01-15,Iceland,35,1473.0
2019-01-15,Australia,43,1436.0
2019-01-15,Syria,85,1278.0
2019-01-15,Jordan,98,1229.0
2019-01-15,Estonia,99,1228.0
2019-01-15,Palestine,100,1224.0
2019-01-16,Iran,20,1518.0
2019-01-16,South Korea,37,1467.0
2019-01-16,China PR,73,1333.0
2019-01-16,Iraq,77,1315.0
2019-01-16,Kyrgyz Republic,95,1252.0
2019-01-16,Vietnam,96,1232.0
2019-01-16,Philippines,126,1131.0
2019-01-16,Yemen,144,1073.0
2019-01-17,Japan,28,1496.0
2019-01-17,Qatar,55,1396.0
2019-01-17,Saudi Arabia,69,1342.0
2019-01-17,Uzbekistan,82,1286.0
2019-01-17,Lebanon,86,1277.0
2019-01-17,Oman,86,1277.0
2019-01-17,Korea DPR,122,1148.0
2019-01-17,Turkmenistan,135,1091.0
2019-01-20,Iran,20,1518.0
2019-01-20,China PR,73,1333.0
2019-01-20,Oman,86,1277.0
2019-01-20,Vietnam,96,1232.0
2019-01-20,Jordan,98,1229.0
2019-01-20,Thailand,116,1165.0
2019-01-21,Japan,28,1496.0
2019-01-21,Australia,43,1436.0
2019-01-21,United Arab Emirates,67,1360.0
2019-01-21,Saudi Arabia,69,1342.0
2019-01-21,Uzbekistan,82,1286.0
2019-01-21,Kyrgyz Republic,95,1252.0
2019-01-22,South Korea,37,1467.0
2019-01-22,Qatar,55,1396.0
2019-01-22,Iraq,77,1315.0
2019-01-22,Bahrain,110,1188.0
2019-01-24,Iran,20,1518.0
2019-01-24,Japan,28,1496.0
2019-01-24,China PR,73,1333.0
2019-01-24,Vietnam,96,1232.0
2019-01-25,South Korea,37,1467.0
2019-01-25,Australia,43,1436.0
2019-01-25,Qatar,55,1396.0
2019-01-25,United Arab Emirates,67,1360.0
2019-01-27,United States,30,1495.0
2019-01-27,Panama,75,1322.0
2019-01-28,Iran,20,1518.0
2019-01-28,Japan,28,1496.0
2019-01-29,Qatar,55,1396.0
2019-01-29,United Arab Emirates,67,1360.0
2019-02-01,Japan,28,1496.0
2019-02-01,Qatar,55,1396.0
2019-02-02,United States,30,1495.0
2019-02-02,Costa Rica,39,1453.0
2019-02-21,Kazakhstan,114,1174.0
2019-02-21,Moldova,170,985.0
2019-02-27,Bermuda,174,964.0
2019-02-27,Cuba,175,961.0
2019-03-03,Bolivia,62,1365.0
2019-03-03,Nicaragua,129,1118.0
2019-03-04,Barbados,164,996.0
2019-03-04,Grenada,173,973.0
2019-03-06,El Salvador,69,1342.0
2019-03-06,Guatemala,145,1072.0
2019-03-09,Cambodia,169,988.0
2019-03-09,Bangladesh,187,915.0
2019-03-18,Solomon Islands,140,1077.0
2019-03-18,New Caledonia,156,1035.0
2019-03-18,Vanuatu,163,996.0
2019-03-18,Fiji,167,992.0
2019-03-19,Chinese Taipei,125,1132.0
2019-03-19,Myanmar,138,1084.0
2019-03-20,Germany,11,1582.0
2019-03-20,Wales,23,1514.0
2019-03-20,Serbia,34,1477.0
2019-03-20,Trinidad and Tobago,92,1260.0
2019-03-21,Belgium,1,1765.0
2019-03-21,Croatia,6,1625.0
2019-03-21,Denmark,10,1589.0
2019-03-21,Netherlands,14,1569.0
2019-03-21,Poland,19,1550.0
2019-03-21,Austria,26,1498.0
2019-03-21,Northern Ireland,28,1496.0
2019-03-21,United States,30,1495.0
2019-03-21,Slovakia,32,1490.0
2019-03-21,Hungary,42,1442.0
2019-03-21,Russia,43,1436.0
2019-03-21,Scotland,45,1433.0
2019-03-21,Ecuador,60,1375.0
2019-03-21,Slovenia,65,1363.0
2019-03-21,United Arab Emirates,67,1360.0
2019-03-21,Saudi Arabia,69,1342.0
2019-03-21,North Macedonia,73,1333.0
2019-03-21,Belarus,82,1286.0
2019-03-21,Israel,82,1286.0
2019-03-21,Cyprus,93,1258.0
2019-03-21,Estonia,99,1228.0
2019-03-21,Azerbaijan,110,1188.0
2019-03-21,Kazakhstan,114,1174.0
2019-03-21,Kosovo,121,1149.0
2019-03-21,Latvia,137,1086.0
2019-03-21,Kuwait,147,1060.0
2019-03-21,New Caledonia,156,1035.0
2019-03-21,Mauritius,157,1020.0
2019-03-21,Nepal,165,995.0
2019-03-21,San Marino,211,839.0
2019-03-22,France,2,1733.0
2019-03-22,England,4,1661.0
2019-03-22,Portugal,5,1631.0
2019-03-22,Colombia,10,1622.0
2019-03-22,Argentina,11,1582.0
2019-03-22,Mexico,11,1621.0
2019-03-22,Chile,17,1579.0
2019-03-22,Peru,21,1516.0
2019-03-22,Ukraine,24,1513.0
2019-03-22,Tunisia,25,1501.0
2019-03-22,Japan,28,1496.0
2019-03-22,Nigeria,31,1493.0
2019-03-22,Venezuela,33,1485.0
2019-03-22,Iceland,35,1473.0
2019-03-22,Paraguay,36,1468.0
2019-03-22,South Korea,37,1467.0
2019-03-22,Turkey,37,1467.0
2019-03-22,Costa Rica,39,1453.0
2019-03-22,Czech Republic,41,1448.0
2019-03-22,Morocco,47,1429.0
2019-03-22,Montenegro,53,1401.0
2019-03-22,Bulgaria,57,1388.0
2019-03-22,Burkina Faso,59,1381.0
2019-03-22,Bolivia,62,1365.0
2019-03-22,Albania,66,1362.0
2019-03-22,Algeria,68,1346.0
2019-03-22,Luxembourg,90,1265.0
2019-03-22,Mauritania,103,1210.0
2019-03-22,Angola,123,1142.0
2019-03-22,Malawi,126,1131.0
2019-03-22,Sudan,130,1106.0
2019-03-22,Lithuania,132,1101.0
2019-03-22,Andorra,139,1082.0
2019-03-22,Equatorial Guinea,141,1074.0
2019-03-22,Eswatini,141,1074.0
2019-03-22,Guatemala,145,1072.0
2019-03-22,Botswana,147,1069.0
2019-03-22,The Gambia,159,1015.0
2019-03-22,Moldova,170,985.0
2019-03-22,St Lucia,172,975.0
2019-03-22,Aruba,189,909.0
2019-03-22,Seychelles,194,902.0
2019-03-23,Brazil,3,1712.0
2019-03-23,Spain,7,1617.0
2019-03-23,Switzerland,12,1608.0
2019-03-23,Italy,13,1607.0
2019-03-23,Sweden,17,1558.0
2019-03-23,Senegal,22,1515.0
2019-03-23,Romania,27,1497.0
2019-03-23,Republic of Ireland,34,1486.0
2019-03-23,Ghana,47,1439.0
2019-03-23,Norway,47,1429.0
2019-03-23,Bosnia and Herzegovina,49,1430.0
2019-03-23,Cameroon,51,1404.0
2019-03-23,Greece,52,1403.0
2019-03-23,Finland,56,1394.0
2019-03-23,Egypt,58,1384.0
2019-03-23,Ivory Coast,62,1365.0
2019-03-23,Mali,62,1365.0
2019-03-23,Panama,75,1322.0
2019-03-23,Curaçao,80,1313.0
2019-03-23,Zambia,81,1298.0
2019-03-23,Oman,86,1277.0
2019-03-23,Gabon,89,1272.0
2019-03-23,Georgia,94,1255.0
2019-03-23,Armenia,97,1230.0
2019-03-23,Niger,104,1209.0
2019-03-23,Kenya,105,1207.0
2019-03-23,Faroe Islands,107,1200.0
2019-03-23,Madagascar,108,1198.0
2019-03-23,Namibia,113,1182.0
2019-03-23,Mozambique,117,1163.0
2019-03-23,Guinea-Bissau,118,1158.0
2019-03-23,Antigua and Barbuda,124,1136.0
2019-03-23,St Kitts and Nevis,133,1096.0
2019-03-23,Burundi,134,1092.0
2019-03-23,Rwanda,136,1088.0
2019-03-23,Suriname,141,1073.0
2019-03-23,Comoros,148,1068.0
2019-03-23,Afghanistan,149,1058.0
2019-03-23,Singapore,157,1020.0
2019-03-23,Malaysia,159,1009.0
2019-03-23,Belize,166,994.0
2019-03-23,Guyana,166,988.0
2019-03-23,South Sudan,168,989.0
2019-03-23,Liechtenstein,180,926.0
2019-03-23,Malta,184,919.0
2019-03-23,Gibraltar,196,879.0
2019-03-24,Belgium,1,1765.0
2019-03-24,Croatia,6,1625.0
2019-03-24,Germany,11,1582.0
2019-03-24,Netherlands,14,1569.0
2019-03-24,Poland,19,1550.0
2019-03-24,Wales,23,1514.0
2019-03-24,Austria,26,1498.0
2019-03-24,Northern Ireland,28,1496.0
2019-03-24,Slovakia,32,1490.0
2019-03-24,Hungary,42,1442.0
2019-03-24,Russia,43,1436.0
2019-03-24,Scotland,45,1433.0
2019-03-24,Jamaica,48,1437.0
2019-03-24,DR Congo,49,1424.0
2019-03-24,Slovenia,65,1363.0
2019-03-24,El Salvador,69,1342.0
2019-03-24,Guinea,71,1336.0
2019-03-24,South Africa,72,1335.0
2019-03-24,North Macedonia,73,1333.0
2019-03-24,Cape Verde,78,1318.0
2019-03-24,Uganda,80,1299.0
2019-03-24,Belarus,82,1286.0
2019-03-24,Israel,82,1286.0
2019-03-24,Benin,88,1273.0
2019-03-24,Congo,90,1265.0
2019-03-24,Cyprus,93,1258.0
2019-03-24,Haiti,101,1219.0
2019-03-24,Libya,105,1207.0
2019-03-24,Zimbabwe,109,1192.0
2019-03-24,Central African Republic,112,1184.0
2019-03-24,Kazakhstan,114,1174.0
2019-03-24,Chinese Taipei,125,1132.0
2019-03-24,Togo,128,1127.0
2019-03-24,Nicaragua,129,1118.0
2019-03-24,Tanzania,131,1105.0
2019-03-24,Latvia,137,1086.0
2019-03-24,Solomon Islands,140,1077.0
2019-03-24,Lesotho,145,1072.0
2019-03-24,Liberia,152,1047.0
2019-03-24,Mauritius,157,1020.0
2019-03-24,Dominican Republic,158,1019.0
2019-03-24,Barbados,164,996.0
2019-03-24,Fiji,167,992.0
2019-03-24,Grenada,173,973.0
2019-03-24,Bermuda,174,964.0
2019-03-24,Cuba,175,961.0
2019-03-24,Puerto Rico,178,941.0
2019-03-24,San Marino,211,839.0
2019-03-25,France,2,1733.0
2019-03-25,England,4,1661.0
2019-03-25,Portugal,5,1631.0
2019-03-25,Ukraine,24,1513.0
2019-03-25,Serbia,34,1477.0
2019-03-25,Iceland,35,1473.0
2019-03-25,Turkey,37,1467.0
2019-03-25,Montenegro,53,1401.0
2019-03-25,Bulgaria,57,1388.0
2019-03-25,Albania,66,1362.0
2019-03-25,Saudi Arabia,69,1342.0
2019-03-25,Luxembourg,90,1265.0
2019-03-25,Azerbaijan,110,1188.0
2019-03-25,Kosovo,121,1149.0
2019-03-25,Lithuania,132,1101.0
2019-03-25,Myanmar,138,1084.0
2019-03-25,Andorra,139,1082.0
2019-03-25,Equatorial Guinea,141,1074.0
2019-03-25,Kuwait,147,1060.0
2019-03-25,Indonesia,160,1005.0
2019-03-25,Nepal,165,995.0
2019-03-25,Moldova,170,985.0
2019-03-26,Brazil,3,1712.0
2019-03-26,Spain,7,1617.0
2019-03-26,Colombia,10,1622.0
2019-03-26,Denmark,10,1589.0
2019-03-26,Argentina,11,1582.0
2019-03-26,Mexico,11,1621.0
2019-03-26,Switzerland,12,1608.0
2019-03-26,Italy,13,1607.0
2019-03-26,Chile,17,1579.0
2019-03-26,Sweden,17,1558.0
2019-03-26,Peru,21,1516.0
2019-03-26,Senegal,22,1515.0
2019-03-26,Tunisia,25,1501.0
2019-03-26,Romania,27,1497.0
2019-03-26,Japan,28,1496.0
2019-03-26,United States,30,1495.0
2019-03-26,Nigeria,31,1493.0
2019-03-26,Republic of Ireland,34,1486.0
2019-03-26,Paraguay,36,1468.0
2019-03-26,South Korea,37,1467.0
2019-03-26,Costa Rica,39,1453.0
2019-03-26,Czech Republic,41,1448.0
2019-03-26,Ghana,47,1439.0
2019-03-26,Morocco,47,1429.0
2019-03-26,Norway,47,1429.0
2019-03-26,Jamaica,48,1437.0
2019-03-26,Bosnia and Herzegovina,49,1430.0
2019-03-26,Greece,52,1403.0
2019-03-26,Finland,56,1394.0
2019-03-26,Egypt,58,1384.0
2019-03-26,Ecuador,60,1375.0
2019-03-26,Honduras,61,1368.0
2019-03-26,Bolivia,62,1365.0
2019-03-26,Ivory Coast,62,1365.0
2019-03-26,Mali,62,1365.0
2019-03-26,United Arab Emirates,67,1360.0
2019-03-26,Algeria,68,1346.0
2019-03-26,El Salvador,69,1342.0
2019-03-26,Syria,85,1278.0
2019-03-26,Georgia,94,1255.0
2019-03-26,Armenia,97,1230.0
2019-03-26,Estonia,99,1228.0
2019-03-26,Mauritania,103,1210.0
2019-03-26,Faroe Islands,107,1200.0
2019-03-26,Nicaragua,129,1118.0
2019-03-26,Guatemala,145,1072.0
2019-03-26,Liberia,152,1047.0
2019-03-26,Liechtenstein,180,926.0
2019-03-26,Malta,184,919.0
2019-03-26,Gibraltar,196,879.0
2019-05-25,Eswatini,141,1074.0
2019-05-25,Mauritius,157,1020.0
2019-05-26,Namibia,113,1182.0
2019-05-26,Mozambique,117,1163.0
2019-05-26,Malawi,126,1131.0
2019-05-26,Seychelles,194,902.0
2019-05-27,Eswatini,141,1074.0
2019-05-27,Comoros,148,1068.0
2019-05-28,Namibia,113,1182.0
2019-05-28,Mozambique,117,1163.0
2019-05-28,Malawi,126,1131.0
2019-05-28,Laos,188,912.0
2019-05-28,Seychelles,194,902.0
2019-05-28,Sri Lanka,201,872.0
2019-05-29,Comoros,148,1068.0
2019-05-29,Mauritius,157,1020.0
2019-05-30,Turkey,37,1467.0
2019-05-30,Greece,52,1403.0
2019-05-30,Namibia,113,1182.0
2019-05-30,Mozambique,117,1163.0
2019-05-30,Malawi,126,1131.0
2019-05-30,Seychelles,194,902.0
2019-05-31,Laos,188,912.0
2019-05-31,Sri Lanka,201,872.0
2019-06-01,Venezuela,33,1485.0
2019-06-01,Ecuador,60,1375.0
2019-06-01,Uganda,80,1299.0
2019-06-01,Zimbabwe,109,1192.0
2019-06-01,Lesotho,145,1072.0
2019-06-01,Comoros,148,1068.0
2019-06-02,France,2,1733.0
2019-06-02,Turkey,37,1467.0
2019-06-02,Bolivia,62,1365.0
2019-06-02,El Salvador,69,1342.0
2019-06-02,South Africa,72,1335.0
2019-06-02,Zambia,81,1298.0
2019-06-02,Uzbekistan,82,1286.0
2019-06-02,Luxembourg,90,1265.0
2019-06-02,Haiti,101,1219.0
2019-06-02,Madagascar,108,1198.0
2019-06-02,Malawi,126,1131.0
2019-06-02,Botswana,147,1069.0
2019-06-02,Malaysia,159,1009.0
2019-06-02,Nepal,165,995.0
2019-06-03,Colombia,10,1622.0
2019-06-03,Panama,75,1322.0
2019-06-03,Tahiti,158,1015.0
2019-06-03,Vanuatu,163,996.0
2019-06-04,South Africa,72,1335.0
2019-06-04,Uganda,80,1299.0
2019-06-04,Malawi,126,1131.0
2019-06-04,Comoros,148,1068.0
2019-06-05,Brazil,3,1712.0
2019-06-05,Portugal,5,1631.0
2019-06-05,Mexico,11,1621.0
2019-06-05,Switzerland,12,1608.0
2019-06-05,Peru,21,1516.0
2019-06-05,Japan,28,1496.0
2019-06-05,United States,30,1495.0
2019-06-05,Venezuela,33,1485.0
2019-06-05,Paraguay,36,1468.0
2019-06-05,Costa Rica,39,1453.0
2019-06-05,Jamaica,48,1437.0
2019-06-05,Qatar,55,1396.0
2019-06-05,Honduras,61,1368.0
2019-06-05,Zambia,81,1298.0
2019-06-05,Trinidad and Tobago,92,1260.0
2019-06-05,Zimbabwe,109,1192.0
2019-06-05,Lesotho,145,1072.0
2019-06-05,Botswana,147,1069.0
2019-06-06,England,4,1661.0
2019-06-06,Netherlands,14,1569.0
2019-06-06,Chile,17,1579.0
2019-06-06,Iran,20,1518.0
2019-06-06,Slovakia,32,1490.0
2019-06-06,Syria,85,1278.0
2019-06-06,Jordan,98,1229.0
2019-06-06,Haiti,101,1219.0
2019-06-06,Tajikistan,120,1151.0
2019-06-06,Chinese Taipei,125,1132.0
2019-06-06,Afghanistan,149,1058.0
2019-06-06,Nepal,165,995.0
2019-06-06,Guyana,166,988.0
2019-06-06,Cambodia,169,988.0
2019-06-06,Bermuda,174,964.0
2019-06-06,Macau,182,922.0
2019-06-06,Bangladesh,187,915.0
2019-06-06,Mongolia,187,914.0
2019-06-06,Laos,188,912.0
2019-06-06,Bhutan,189,911.0
2019-06-06,Guam,190,908.0
2019-06-06,Brunei Darussalam,193,904.0
2019-06-06,Sri Lanka,201,872.0
2019-06-06,Pakistan,205,867.0
2019-06-07,Uruguay,5,1645.0
2019-06-07,Spain,7,1617.0
2019-06-07,Denmark,10,1589.0
2019-06-07,Argentina,11,1582.0
2019-06-07,Sweden,17,1558.0
2019-06-07,Poland,19,1550.0
2019-06-07,Ukraine,24,1513.0
2019-06-07,Tunisia,25,1501.0
2019-06-07,Austria,26,1498.0
2019-06-07,Romania,27,1497.0
2019-06-07,Republic of Ireland,34,1486.0
2019-06-07,Serbia,34,1477.0
2019-06-07,South Korea,37,1467.0
2019-06-07,Czech Republic,41,1448.0
2019-06-07,Australia,43,1436.0
2019-06-07,Norway,47,1429.0
2019-06-07,Montenegro,53,1401.0
2019-06-07,Bulgaria,57,1388.0
2019-06-07,Ivory Coast,62,1365.0
2019-06-07,Slovenia,65,1363.0
2019-06-07,South Africa,72,1335.0
2019-06-07,China PR,73,1333.0
2019-06-07,North Macedonia,73,1333.0
2019-06-07,Panama,75,1322.0
2019-06-07,Iraq,77,1315.0
2019-06-07,Israel,82,1286.0
2019-06-07,Uzbekistan,82,1286.0
2019-06-07,Luxembourg,90,1265.0
2019-06-07,Georgia,94,1255.0
2019-06-07,Kenya,105,1207.0
2019-06-07,Faroe Islands,107,1200.0
2019-06-07,Madagascar,108,1198.0
2019-06-07,Zimbabwe,109,1192.0
2019-06-07,Kosovo,121,1149.0
2019-06-07,Korea DPR,122,1148.0
2019-06-07,Malawi,126,1131.0
2019-06-07,Philippines,126,1131.0
2019-06-07,Nicaragua,129,1118.0
2019-06-07,Lithuania,132,1101.0
2019-06-07,Latvia,137,1086.0
2019-06-07,Lesotho,145,1072.0
2019-06-07,Comoros,148,1068.0
2019-06-07,Tahiti,158,1015.0
2019-06-07,Malaysia,159,1009.0
2019-06-07,Fiji,167,992.0
2019-06-07,Malta,184,919.0
2019-06-07,Gibraltar,196,879.0
2019-06-07,Timor-Leste,200,879.0
2019-06-08,Belgium,1,1765.0
2019-06-08,France,2,1733.0
2019-06-08,Croatia,6,1625.0
2019-06-08,Germany,11,1582.0
2019-06-08,Italy,13,1607.0
2019-06-08,Wales,23,1514.0
2019-06-08,Northern Ireland,28,1496.0
2019-06-08,Nigeria,31,1493.0
2019-06-08,Iceland,35,1473.0
2019-06-08,Turkey,37,1467.0
2019-06-08,Hungary,42,1442.0
2019-06-08,Russia,43,1436.0
2019-06-08,Scotland,45,1433.0
2019-06-08,Bosnia and Herzegovina,49,1430.0
2019-06-08,Greece,52,1403.0
2019-06-08,Finland,56,1394.0
2019-06-08,Albania,66,1362.0
2019-06-08,Zambia,81,1298.0
2019-06-08,Belarus,82,1286.0
2019-06-08,Cyprus,93,1258.0
2019-06-08,Armenia,97,1230.0
2019-06-08,Estonia,99,1228.0
2019-06-08,Zimbabwe,109,1192.0
2019-06-08,Azerbaijan,110,1188.0
2019-06-08,Kazakhstan,114,1174.0
2019-06-08,Guinea-Bissau,118,1158.0
2019-06-08,Angola,123,1142.0
2019-06-08,Andorra,139,1082.0
2019-06-08,Solomon Islands,140,1077.0
2019-06-08,Botswana,147,1069.0
2019-06-08,Singapore,157,1020.0
2019-06-08,Moldova,170,985.0
2019-06-08,Liechtenstein,180,926.0
2019-06-08,San Marino,211,839.0
2019-06-09,Brazil,3,1712.0
2019-06-09,England,4,1661.0
2019-06-09,Portugal,5,1631.0
2019-06-09,Colombia,10,1622.0
2019-06-09,Mexico,11,1621.0
2019-06-09,Switzerland,12,1608.0
2019-06-09,Netherlands,14,1569.0
2019-06-09,Peru,21,1516.0
2019-06-09,Japan,28,1496.0
2019-06-09,United States,30,1495.0
2019-06-09,Venezuela,33,1485.0
2019-06-09,Paraguay,36,1468.0
2019-06-09,DR Congo,49,1424.0
2019-06-09,Cameroon,51,1404.0
2019-06-09,Burkina Faso,59,1381.0
2019-06-09,Ecuador,60,1375.0
2019-06-09,Honduras,61,1368.0
2019-06-09,El Salvador,69,1342.0
2019-06-09,Uganda,80,1299.0
2019-06-09,Zambia,81,1298.0
2019-06-09,Turkmenistan,135,1091.0
2019-06-09,Guatemala,145,1072.0
2019-06-10,Spain,7,1617.0
2019-06-10,Denmark,10,1589.0
2019-06-10,Sweden,17,1558.0
2019-06-10,Poland,19,1550.0
2019-06-10,Ukraine,24,1513.0
2019-06-10,Austria,26,1498.0
2019-06-10,Romania,27,1497.0
2019-06-10,Republic of Ireland,34,1486.0
2019-06-10,Serbia,34,1477.0
2019-06-10,Czech Republic,41,1448.0
2019-06-10,Norway,47,1429.0
2019-06-10,Montenegro,53,1401.0
2019-06-10,Bulgaria,57,1388.0
2019-06-10,Slovenia,65,1363.0
2019-06-10,North Macedonia,73,1333.0
2019-06-10,Israel,82,1286.0
2019-06-10,Luxembourg,90,1265.0
2019-06-10,Georgia,94,1255.0
2019-06-10,Faroe Islands,107,1200.0
2019-06-10,Kosovo,121,1149.0
2019-06-10,Lithuania,132,1101.0
2019-06-10,Latvia,137,1086.0
2019-06-10,Vanuatu,163,996.0
2019-06-10,Fiji,167,992.0
2019-06-10,Malta,184,919.0
2019-06-10,Gibraltar,196,879.0
2019-06-11,Belgium,1,1765.0
2019-06-11,France,2,1733.0
2019-06-11,Croatia,6,1625.0
2019-06-11,Germany,11,1582.0
2019-06-11,Italy,13,1607.0
2019-06-11,Iran,20,1518.0
2019-06-11,Wales,23,1514.0
2019-06-11,Tunisia,25,1501.0
2019-06-11,Northern Ireland,28,1496.0
2019-06-11,Slovakia,32,1490.0
2019-06-11,Iceland,35,1473.0
2019-06-11,South Korea,37,1467.0
2019-06-11,Turkey,37,1467.0
2019-06-11,Hungary,42,1442.0
2019-06-11,Russia,43,1436.0
2019-06-11,Scotland,45,1433.0
2019-06-11,Bosnia and Herzegovina,49,1430.0
2019-06-11,Greece,52,1403.0
2019-06-11,Finland,56,1394.0
2019-06-11,Albania,66,1362.0
2019-06-11,Algeria,68,1346.0
2019-06-11,Guinea,71,1336.0
2019-06-11,China PR,73,1333.0
2019-06-11,Belarus,82,1286.0
2019-06-11,Uzbekistan,82,1286.0
2019-06-11,Syria,85,1278.0
2019-06-11,Benin,88,1273.0
2019-06-11,Cyprus,93,1258.0
2019-06-11,Kyrgyz Republic,95,1252.0
2019-06-11,Armenia,97,1230.0
2019-06-11,Jordan,98,1229.0
2019-06-11,Estonia,99,1228.0
2019-06-11,Palestine,100,1224.0
2019-06-11,Azerbaijan,110,1188.0
2019-06-11,Kazakhstan,114,1174.0
2019-06-11,Tajikistan,120,1151.0
2019-06-11,Chinese Taipei,125,1132.0
2019-06-11,Burundi,134,1092.0
2019-06-11,Myanmar,138,1084.0
2019-06-11,Andorra,139,1082.0
2019-06-11,"Hong Kong, China",141,1074.0
2019-06-11,Singapore,157,1020.0
2019-06-11,Malaysia,159,1009.0
2019-06-11,Indonesia,160,1005.0
2019-06-11,Cambodia,169,988.0
2019-06-11,Moldova,170,985.0
2019-06-11,Liechtenstein,180,926.0
2019-06-11,Macau,182,922.0
2019-06-11,Bangladesh,187,915.0
2019-06-11,Mongolia,187,914.0
2019-06-11,Laos,188,912.0
2019-06-11,Bhutan,189,911.0
2019-06-11,Guam,190,908.0
2019-06-11,Brunei Darussalam,193,904.0
2019-06-11,Timor-Leste,200,879.0
2019-06-11,Sri Lanka,201,872.0
2019-06-11,Pakistan,205,867.0
2019-06-11,San Marino,211,839.0
2019-06-12,Morocco,47,1429.0
2019-06-12,The Gambia,159,1015.0
2019-06-13,Egypt,58,1384.0
2019-06-13,Tanzania,131,1105.0
2019-06-14,Brazil,3,1712.0
2019-06-14,Cameroon,51,1404.0
2019-06-14,Bolivia,62,1365.0
2019-06-14,Mali,62,1365.0
2019-06-14,Mauritania,103,1210.0
2019-06-14,Madagascar,108,1198.0
2019-06-15,Colombia,10,1622.0
2019-06-15,Argentina,11,1582.0
2019-06-15,Mexico,11,1621.0
2019-06-15,Peru,21,1516.0
2019-06-15,Venezuela,33,1485.0
